Exercise,Category,BodyPart,Equipment,Difficulty,Stimulus-to-Fatigue,Expected Time,Hypertrophy Rating
FYR2 Medicine Ball Knees-to-Chest,Strength,Abdominals,Medicine Ball,Intermediate,0.733113424,15.61617444,0.525389989
FYR2 Medicine Ball Mountain Climber,Strength,Abdominals,Medicine Ball,Intermediate,0.676123764,15.91525505,0.526806754
Medicine ball sprawl to chest press,Strength,Chest,Medicine Ball,Intermediate,0.678498275,12.93087586,0.56109887
Medicine ball push-up,Strength,Chest,Medicine Ball,Intermediate,0.715160399,13.41922971,0.563072413
Medicine ball duck walk,Strength,Glutes,Medicine Ball,Intermediate,0.775834192,15.1885107,0.532774442
FYR2 Bent-Over Medicine Ball Slam,Strength,Lats,Medicine Ball,Intermediate,0.737801281,15.70876331,0.516828114
ACFT Medicine ball overhead power throw,Strength,Middle Back,Medicine Ball,Intermediate,0.740918452,14.93211491,0.473475327
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Medicine Ball,Intermediate,0.68803373,17.81833388,0.516189683
Medicine ball cowboy squat,Strength,Quadriceps,Medicine Ball,Intermediate,0.739545612,17.31598441,0.533933934
Medicine ball jumping jill,Strength,Quadriceps,Medicine Ball,Intermediate,0.706937526,15.78962278,0.529280549
Decline oblique crunch,Strength,Abdominals,,Intermediate,0.67155964,15.34812156,0.570748094
Decline sit-up,Strength,Abdominals,,Intermediate,0.695481027,17.16259204,0.598644593
Hanging Windshield Wiper,Strength,Abdominals,,Intermediate,0.65078415,16.69431567,0.572654244
Glute ham raise-,Strength,Hamstrings,,Beginner,0.756729457,14.05508721,0.362171867
Scapular Pull-Up,Strength,Traps,,Beginner,0.770519917,14.77710296,0.428381608
Smith machine lunge sprint,Strength,Quadriceps,,Intermediate,0.659841068,17.17164656,0.651966812
Sissy squat,Strength,Quadriceps,,Intermediate,0.744570944,16.06957998,0.54439425
Chain Press,Powerlifting,Chest,Other,Beginner,0.645065806,18.75899989,0.636463001
Chain Handle Extension,Powerlifting,Triceps,Other,Beginner,0.618243406,16.85842709,0.719550828
Landmine twist,Strength,Abdominals,Other,Intermediate,0.644221281,16.15914873,0.565507989
Suspended ab fall-out,Strength,Abdominals,Other,Intermediate,0.50145358,16.89666771,0.55377366
Decline reverse crunch,Strength,Abdominals,Other,Intermediate,0.630381607,15.14547464,0.559907969
Plate Twist,Strength,Abdominals,Other,Beginner,0.705432512,13.21400623,0.348185714
Weighted Crunches,Strength,Abdominals,Other,Intermediate,0.600331834,17.46778473,0.565237683
Ab Roller,Strength,Abdominals,Other,Intermediate,0.579488333,15.27670978,0.517768835
Otis-Up,Strength,Abdominals,Other,Intermediate,0.593536357,16.8010734,0.544057532
Captain's chair knee raise,Strength,Abdominals,Other,Intermediate,0.633350146,15.47309102,0.581021675
Pallof press,Strength,Abdominals,Other,Intermediate,0.618775531,15.29560356,0.526044676
Weighted Sit-Ups - With Bands,Strength,Abdominals,Other,Intermediate,0.595177158,17.57767168,0.49447994
Suitcase crunch,Strength,Abdominals,Other,Intermediate,0.552337071,16.64012676,0.560961544
FYR Rope Jumping,Strength,Abdominals,Other,Intermediate,0.595580194,15.55440305,0.511524081
Barbell press sit-up,Strength,Abdominals,Other,Intermediate,0.557222514,14.22018349,0.545876551
Single-arm bent-over rear delt fly,Strength,Abdominals,Other,Intermediate,0.655340616,15.60387842,0.47546055
Captain's chair leg raise,Strength,Abdominals,Other,Intermediate,0.525937844,14.71941008,0.512762495
Shoulder-Elevated One-Leg Hip Thrusts,Strength,Abdominals,Other,Intermediate,0.63539283,16.3660704,0.490570001
Ab Twist - Gethin Variation,Strength,Abdominals,Other,Intermediate,0.513796657,14.58394767,0.587228303
Weighted Crunch - Gethin Variation,Strength,Abdominals,Other,Intermediate,0.644493606,15.36174648,0.486461198
Ab Wheel Roll-Out - Gethin Variation,Strength,Abdominals,Other,Intermediate,0.625058448,16.14050502,0.544499476
Bench crunch,Strength,Abdominals,Other,Intermediate,0.614161998,16.53833676,0.449054333
Decline plate sit-up twist,Strength,Abdominals,Other,Intermediate,0.613385225,18.38271129,0.484312844
Reverse ab roll-out,Strength,Abdominals,Other,Intermediate,0.568623447,16.95180816,0.553765852
30 Seated Twist With PVC Pipe,Strength,Abdominals,Other,Intermediate,0.629059106,15.42174408,0.473473742
Suspended crunch-,Strength,Abdominals,Other,Intermediate,0.573550459,16.82486674,0.581598483
Suspended oblique crunch,Strength,Abdominals,Other,Intermediate,0.589865152,17.17006416,0.520329958
Weighted sit-up,Strength,Abdominals,Other,Intermediate,0.671907221,15.44682397,0.44383666
30 Decline Press Sit-Up,Strength,Abdominals,Other,Intermediate,0.664174032,15.99999955,0.539549439
Holman Towel Reverse Plank Alternating Heel Pull-in,Strength,Abdominals,Other,Intermediate,0.589245752,16.17265674,0.491737346
Holman Boat with Weighted Cross Punch,Strength,Abdominals,Other,Intermediate,0.573422118,17.6305726,0.535876436
Holman Weighted Hook Punch,Strength,Abdominals,Other,Intermediate,0.650099503,16.4656089,0.546240239
Holman Weighted Traveling Punch,Strength,Abdominals,Other,Intermediate,0.658095906,16.65671909,0.534233055
Holman Weighted Uppercut Punch,Strength,Abdominals,Other,Intermediate,0.549517344,17.20313814,0.519946402
Holman Slow Weighted Double Pike,Strength,Abdominals,Other,Intermediate,0.670868617,15.83682631,0.571881239
Holman Plate Straight Plank Reach,Strength,Abdominals,Other,Intermediate,0.654538597,15.96779703,0.531569444
Holman Plate Elbow Plank Jack to Straight Plank Jack,Strength,Abdominals,Other,Intermediate,0.556886933,16.99514368,0.540945183
Holman Plate Hill Climber,Strength,Abdominals,Other,Intermediate,0.587159516,16.04588329,0.509765717
Holman Plate Reverse Plank Hill Climber,Strength,Abdominals,Other,Intermediate,0.619017101,16.61947404,0.471274906
Holman Plate Straight Plank Pike to Jack,Strength,Abdominals,Other,Intermediate,0.637201208,16.01307489,0.538294254
Holman Plate In-and-Out Push-Up,Strength,Abdominals,Other,Intermediate,0.694299421,18.06410435,0.474267863
Holman Plate Burpee,Strength,Abdominals,Other,Intermediate,0.571236606,17.06958715,0.490338306
Holman Plate Elbow Plank Reach,Strength,Abdominals,Other,Intermediate,0.591197899,15.9596602,0.516664318
Holman Elbow Plank to Renegade Row,Strength,Abdominals,Other,Intermediate,0.617403814,15.90127892,0.500081971
Holman Straight Plank Weighted Hand Hill Climber,Strength,Abdominals,Other,Intermediate,0.625480723,16.39838874,0.448807
Holman Weighted Left Side Diagonal Pike,Strength,Abdominals,Other,Intermediate,0.593749174,15.94112722,0.527537714
Holman Weighted Right Side Diagonal Pike,Strength,Abdominals,Other,Intermediate,0.61017904,16.34963434,0.517860502
Holman Weighted W-Boat to Overhead Press,Strength,Abdominals,Other,Intermediate,0.542044029,18.8022579,0.478190059
Holman Weighted Kneeling Lift,Strength,Abdominals,Other,Intermediate,0.588140837,14.89564016,0.609922967
Holman Hips-Up Weighted Pull-Over,Strength,Abdominals,Other,Intermediate,0.519117171,15.61692012,0.50636506
Holman Weighted Cross Punch,Strength,Abdominals,Other,Intermediate,0.596973365,16.73960716,0.511325547
Holman Straight-Leg Boat Hover Chest Press,Strength,Abdominals,Other,Intermediate,0.585848521,17.28425273,0.480079449
Holman Weighted Pike,Strength,Abdominals,Other,Intermediate,0.513997593,15.49409776,0.497713505
Holman Feet-Elevated Wax-On Wax-Off,Strength,Abdominals,Other,Intermediate,0.537583192,14.14568722,0.504107006
Holman Elbow Plank to Towel Pike,Strength,Abdominals,Other,Intermediate,0.650186874,16.92425713,0.487275415
Holman Seated Killer Abs Overhead Press,Strength,Abdominals,Other,Intermediate,0.579612574,14.92146689,0.480233456
Holman Straight Plank Alternating Weighted Open,Strength,Abdominals,Other,Intermediate,0.633837883,17.12288067,0.54420221
Holman Weighted Killer Abs with Overhead Press,Strength,Abdominals,Other,Intermediate,0.659113631,17.07443552,0.517374162
Holman Weighted Split-Leg Pike,Strength,Abdominals,Other,Intermediate,0.5959687,14.84675302,0.578005543
Holman Towel Reverse Plank Heel Pull-in,Strength,Abdominals,Other,Intermediate,0.631959837,15.82903275,0.527856679
Stick Twist,Strength,Abdominals,Other,Intermediate,0.592347313,16.77721803,0.53816503
Reverse Plate Curls,Strength,Biceps,Other,Beginner,0.776856317,14.68268449,0.449286389
Suspended Curl,Strength,Biceps,Other,Beginner,0.794650573,15.72787884,0.302193362
Plate hammer curl,Strength,Biceps,Other,Beginner,0.752453389,12.57518635,0.329405492
Barbell spider curl,Strength,Biceps,Other,Intermediate,0.647792094,16.55072443,0.466198626
Barbell forehead curl,Strength,Biceps,Other,Intermediate,0.60295128,18.74673318,0.536035367
Balance Board,Strength,Calves,Other,Beginner,0.769530566,13.65899962,0.335512231
Weighted donkey calf raise,Strength,Calves,Other,Intermediate,0.641920987,16.68907227,0.532630957
Single-leg machine seated calf raise,Strength,Calves,Other,Intermediate,0.636086391,16.10898857,0.50621113
Chest dip,Strength,Chest,Other,Intermediate,0.60059218,15.810801,0.616952807
Weighted Push-Up,Strength,Chest,Other,Intermediate,0.591222424,15.54711932,0.526582308
Suspended Chest Fly,Strength,Chest,Other,Beginner,0.760877675,13.8390308,0.381195435
Svend press,Strength,Chest,Other,Beginner,0.781854484,13.97868981,0.378778529
Plate-weighted push-up,Strength,Chest,Other,Intermediate,0.63393379,14.68387372,0.412582374
Double-bar roll-out chest fly,Strength,Chest,Other,Intermediate,0.557028037,16.50093801,0.529129097
Holman Plate Dynamo Push-Up,Strength,Chest,Other,Intermediate,0.544288847,16.20222919,0.561624378
Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Other,Intermediate,0.576286763,16.58423631,0.547977486
Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Other,Intermediate,0.618856004,16.82636738,0.471815447
Wrist Roller,Strength,Forearms,Other,Beginner,0.794626804,14.99766557,0.428486024
Standing Olympic Plate Hand Squeeze,Strength,Forearms,Other,Beginner,0.711076184,13.36102632,0.426130966
Plate Pinch,Strength,Forearms,Other,Beginner,0.732655774,15.25716304,0.360388267
Landmine Press and Catch,Strength,Forearms,Other,Intermediate,0.556931351,15.93801301,0.48769526
Plate halo,Strength,Forearms,Other,Intermediate,0.480732604,16.78122856,0.479623736
Bryant Wrist Curl,Strength,Forearms,Other,Intermediate,0.617931647,15.00901003,0.474123475
Suspended Hip Thrust,Strength,Glutes,Other,Beginner,0.769080095,14.52957265,0.43349184
Suspended Leg Curl,Strength,Hamstrings,Other,Beginner,0.778734622,13.05940836,0.340412982
Hamstring slide,Strength,Hamstrings,Other,Beginner,0.781751149,13.3891347,0.376274142
Seated Band Hamstring Curl,Strength,Hamstrings,Other,Intermediate,0.534430131,16.44992662,0.473869379
Weighted pull-up,Strength,Lats,Other,Intermediate,0.689118508,16.71333338,0.494281606
Rocky Pull-Ups/Pulldowns,Strength,Lats,Other,Beginner,0.676847895,14.00394381,0.374594685
Gironda Sternum Chins,Strength,Lats,Other,Beginner,0.794072931,14.50276569,0.371853375
Floor rope climb,Strength,Lats,Other,Beginner,0.714876148,15.18060311,0.356049781
Around-the-world pull-up,Strength,Lats,Other,Beginner,0.716236864,14.79157616,0.357721617
L-sit chin-up,Strength,Lats,Other,Beginner,0.759274203,12.63459279,0.467183888
Back Flyes - Gethin Variation,Strength,Lats,Other,Intermediate,0.552505677,16.11727476,0.505922594
Incline straight-arm pull-over,Strength,Lats,Other,Intermediate,0.573233168,17.57411203,0.542563262
Machine high row,Strength,Lats,Other,Intermediate,0.597715814,17.81166824,0.485470586
AM T-Bar Row,Strength,Lats,Other,Intermediate,0.691948476,16.54351732,0.437577
Assisted Single-Arm Pull-Up,Strength,Lats,Other,Expert,0.65916077,15.94538178,0.497197749
Assisted Single-Arm Chin-Up,Strength,Lats,Other,Expert,0.645957385,15.38228276,0.403479918
Holman Renegade Punch-Under,Strength,Lats,Other,Intermediate,0.588406906,17.29292682,0.495956187
Holman Renegade Row to Split Jump,Strength,Lats,Other,Intermediate,0.545535507,16.2883832,0.490525929
Holman Dirty Dog to Renegade Row,Strength,Lats,Other,Intermediate,0.593029066,16.77656846,0.493265936
Holman Renegade Row to Side Punch to Forward Punch,Strength,Lats,Other,Intermediate,0.607834783,16.16017353,0.44635931
Standing dumbbell knee crunch,Strength,Lats,Other,Intermediate,0.644893736,15.2933803,0.529082051
Partner Flat-Bench Back Extension,Strength,Lower Back,Other,Beginner,0.770140958,13.26327394,0.379031437
Partner bench back extension,Strength,Lower Back,Other,Beginner,0.740046707,13.67624647,0.366592209
Rack Pull - Gethin Variation,Strength,Lower Back,Other,Intermediate,0.652117275,13.95989211,0.47796171
Hex Bar Deadlift - Gethin Variation,Strength,Lower Back,Other,Intermediate,0.665181515,17.86203052,0.4652916
Holman Deadlift,Strength,Lower Back,Other,Intermediate,0.63339518,16.31801744,0.582055146
ACFT Low-handle trap bar deadlift,Strength,Lower Back,Other,Intermediate,0.577431684,16.7367333,0.539686943
T-Bar Row with Handle,Strength,Middle Back,Other,Intermediate,0.56864603,15.66027803,0.539703412
T-Bar Row,Strength,Middle Back,Other,Intermediate,0.602356805,15.55050306,0.629490278
Alternating sit-through with crunch,Strength,Middle Back,Other,Intermediate,0.559717423,15.96967646,0.480203226
Upside-down pull-up,Strength,Middle Back,Other,Intermediate,0.641647093,15.36305633,0.519533708
Smith machine inverted row,Strength,Middle Back,Other,Intermediate,0.608815188,15.6772246,0.591431636
Lying T-Bar Row,Strength,Middle Back,Other,Intermediate,0.545403778,16.90592777,0.534379453
Suspended row,Strength,Middle Back,Other,Intermediate,0.629393372,16.57447619,0.424056649
Inverted Row with Straps,Strength,Middle Back,Other,Beginner,0.836746579,13.85399115,0.372941211
One Arm Chin-Up,Strength,Middle Back,Other,Beginner,0.778542603,13.62713177,0.332545893
Sled Row,Strength,Middle Back,Other,Beginner,0.754812036,15.17530143,0.306675654
Paul Carter T-Bar Row,Strength,Middle Back,Other,Intermediate,0.571618996,15.71870996,0.560655175
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Strength,Middle Back,Other,Intermediate,0.596208202,17.03170133,0.505014011
30 Back Plate Hyperextension,Strength,Middle Back,Other,Intermediate,0.650581858,14.39325209,0.520557865
Lying Face Down Plate Neck Resistance,Strength,Neck,Other,Beginner,0.708216259,15.85039623,0.373908642
Lying Face Up Plate Neck Resistance,Strength,Neck,Other,Beginner,0.719051349,13.88356528,0.3798777
Seated Head Harness Neck Resistance,Strength,Neck,Other,Beginner,0.765528914,14.1200946,0.391720013
Hex-bar deadlift,Strength,Quadriceps,Other,Intermediate,0.585378235,17.20259724,0.513832914
Weighted sissy squat,Strength,Quadriceps,Other,Intermediate,0.621583204,15.41781467,0.48813776
Weighted Squat,Strength,Quadriceps,Other,Beginner,0.724791837,14.40412529,0.37576181
Barbell squat with plate slide,Strength,Quadriceps,Other,Intermediate,0.604711001,16.89110925,0.46064028
Suspended split squat,Strength,Quadriceps,Other,Intermediate,0.521385974,17.25495439,0.467156445
Dumbbell walking lunge-,Strength,Quadriceps,Other,Intermediate,0.633360463,17.46322873,0.498496661
Single-leg knee-tap squat,Strength,Quadriceps,Other,Intermediate,0.623186175,15.98645797,0.545709454
Barbell Squat To A Box,Strength,Quadriceps,Other,Beginner,0.735810879,14.69602513,0.370458892
Hybrid deadlift,Strength,Quadriceps,Other,Intermediate,0.575475666,16.62117579,0.481604556
Boss Everline Suspension Side Run,Strength,Quadriceps,Other,Intermediate,0.634713363,15.71326998,0.595465095
Boss Everline Lunge Sled Push,Strength,Quadriceps,Other,Intermediate,0.615170271,15.37403991,0.486399628
Squat Bottom Position Hold,Strength,Quadriceps,Other,Intermediate,0.624235851,14.49890677,0.480793831
TRX Squat Jump,Strength,Quadriceps,Other,Intermediate,0.563913307,16.84559939,0.516462636
Landmine squat,Strength,Quadriceps,Other,Intermediate,0.602876777,17.8266777,0.43105167
Dumbbell Bulgarian split squat,Strength,Quadriceps,Other,Intermediate,0.560557999,15.26508508,0.556462819
Holman Towel Alternating Prisoner Reverse Lunge,Strength,Quadriceps,Other,Intermediate,0.638967375,16.81635577,0.430962523
Holman Weighted Burpee to Belly Touch,Strength,Quadriceps,Other,Intermediate,0.562648282,15.32171287,0.490910618
Holman Weighted Burpee to Front Punch,Strength,Quadriceps,Other,Intermediate,0.54288211,17.05853394,0.514786505
Holman Weighted Low Squat Punch,Strength,Quadriceps,Other,Intermediate,0.569293309,16.95549011,0.491288694
Holman Weighted Hook Punch to Squat Thrust,Strength,Quadriceps,Other,Intermediate,0.61207219,15.8610646,0.543230241
Holman Towel Alternating Side Lunge Squat,Strength,Quadriceps,Other,Intermediate,0.580005117,16.23367463,0.512298037
Holman Weighted Burpee to Renegade Side Punch,Strength,Quadriceps,Other,Intermediate,0.572075406,16.35878685,0.537535031
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Strength,Quadriceps,Other,Intermediate,0.643005093,15.27028679,0.496638978
Holman Lunge Jump with Overhead Press,Strength,Quadriceps,Other,Intermediate,0.53941617,15.60130464,0.466456718
Holman Weighted Burpee to Belly Touch to Standing T,Strength,Quadriceps,Other,Intermediate,0.606304833,16.14267045,0.487609988
Holman Weighted Squat Jump,Strength,Quadriceps,Other,Intermediate,0.66062077,14.99687928,0.484749645
Holman Weighted Plie Squat,Strength,Quadriceps,Other,Intermediate,0.615804719,16.39124717,0.492925969
Holman Heels-Elevated Sissy Squat,Strength,Quadriceps,Other,Intermediate,0.641504408,16.49822903,0.421803324
